,0
pop_sem_atend,44565504.0
pop_atend_solucao_ind,20472341.0
pop_atend_col_sem_trat,30882565.0
pop_atend_col_trat,73893296.0
pop_urbana_BR,169813706.0
indice_sem_atend,26.243761501795387
indice_atend_solucao_ind,12.055764803813892
indice_atend_col_sem_trat,18.1861439382284
indice_atend_col_trat,43.514329756162326
