,id_municipio,populacao_urbana_2013,indice_sem_atend,indice_atend_solucao_ind,indice_atend_col_sem_trat,indice_atend_col_trat,sigla_uf,pop_sem_atend,pop_atend_solucao_ind,pop_atend_col_sem_trat,pop_atend_col_trat
1343,2508109,2318,66.2,0.9,32.9,0.0,PB,1535.0,21.0,763.0,0.0
1344,2508208,4080,84.9,0.1,15.1,0.0,PB,3464.0,4.0,616.0,0.0
1345,2508307,10932,16.7,25.0,0.0,58.3,PB,1826.0,2733.0,0.0,6373.0
1346,2508406,1320,69.1,1.2,29.7,0.0,PB,912.0,16.0,392.0,0.0
1347,2508505,3834,53.2,22.6,24.2,0.0,PB,2040.0,866.0,928.0,0.0
1348,2508554,1817,19.6,2.0,78.4,0.0,PB,356.0,36.0,1425.0,0.0
1349,2508604,10784,71.6,27.2,1.2,0.0,PB,7721.0,2933.0,129.0,0.0
1350,2508703,1579,29.6,0.0,70.4,0.0,PB,467.0,0.0,1112.0,0.0
1351,2508802,4963,14.8,1.4,83.8,0.0,PB,735.0,69.0,4159.0,0.0
1352,2508901,35347,90.0,6.2,0.0,3.9,PB,31812.0,2192.0,0.0,1379.0
1353,2509008,6166,77.0,0.3,22.7,0.0,PB,4748.0,18.0,1400.0,0.0
1354,2509057,3039,71.0,28.2,0.8,0.0,PB,2158.0,857.0,24.0,0.0
1355,2509107,17844,98.3,1.2,0.5,0.0,PB,17541.0,214.0,89.0,0.0
1356,2509156,5574,81.1,2.5,16.4,0.0,PB,4521.0,139.0,914.0,0.0
1357,2509206,4670,63.1,3.1,33.9,0.0,PB,2947.0,145.0,1583.0,0.0
1358,2509305,7030,95.2,1.2,3.6,0.0,PB,6693.0,84.0,253.0,0.0
1359,2509339,703,36.1,1.2,3.1,59.6,PB,254.0,8.0,22.0,419.0
1360,2509370,1254,26.6,7.5,66.0,0.0,PB,334.0,94.0,828.0,0.0
1361,2509396,4080,67.9,0.5,0.0,31.6,PB,2770.0,20.0,0.0,1289.0
1362,2509404,5966,90.4,8.8,0.8,0.0,PB,5393.0,525.0,48.0,0.0
1363,2509503,3384,45.3,0.3,54.4,0.0,PB,1533.0,10.0,1841.0,0.0
1364,2509602,2601,12.4,0.2,87.5,0.0,PB,323.0,5.0,2276.0,0.0
1365,2509701,21153,15.1,3.2,16.2,65.5,PB,3194.0,677.0,3427.0,13855.0
1366,2509800,4671,87.3,6.3,6.4,0.0,PB,4078.0,294.0,299.0,0.0
1367,2509909,3590,66.2,25.7,8.2,0.0,PB,2377.0,923.0,294.0,0.0
1368,2510006,3211,58.1,4.9,37.0,0.0,PB,1866.0,157.0,1188.0,0.0
1369,2510105,7988,97.9,1.3,0.9,0.0,PB,7820.0,104.0,72.0,0.0
1370,2510204,3221,53.2,14.1,32.7,0.0,PB,1714.0,454.0,1053.0,0.0
1371,2510303,2719,1.5,0.3,98.2,0.0,PB,41.0,8.0,2670.0,0.0
1372,2510402,3789,36.7,2.1,61.2,0.0,PB,1391.0,80.0,2319.0,0.0
1373,2510501,1995,22.2,10.4,67.4,0.0,PB,443.0,207.0,1345.0,0.0
1374,2510600,2099,97.1,0.5,2.4,0.0,PB,2038.0,10.0,50.0,0.0
1375,2510659,1015,14.2,67.1,18.7,0.0,PB,144.0,681.0,190.0,0.0
1376,2510709,1161,39.1,1.6,59.2,0.0,PB,454.0,19.0,687.0,0.0
1377,2510808,101184,91.1,1.9,0.0,7.0,PB,92179.0,1922.0,0.0,7083.0
1378,2510907,5880,34.3,17.0,48.7,0.0,PB,2017.0,1000.0,2864.0,0.0
1379,2511004,2407,3.0,50.4,31.1,15.5,PB,72.0,1213.0,749.0,373.0
1380,2511103,3221,8.4,0.9,90.6,0.0,PB,271.0,29.0,2918.0,0.0
1381,2511202,16978,66.3,22.1,0.0,11.6,PB,11256.0,3752.0,0.0,1969.0
1382,2511301,11573,36.0,8.0,56.0,0.0,PB,4166.0,926.0,6481.0,0.0
1383,2511400,12369,12.0,1.0,87.1,0.0,PB,1484.0,124.0,10773.0,0.0
1384,2511509,7967,76.0,10.1,13.9,0.0,PB,6055.0,805.0,1107.0,0.0
1385,2511608,3276,80.3,4.7,15.0,0.0,PB,2631.0,154.0,491.0,0.0
1386,2511707,2749,53.8,18.9,27.3,0.0,PB,1479.0,520.0,750.0,0.0
1387,2511806,8045,38.7,0.9,60.4,0.0,PB,3113.0,72.0,4859.0,0.0
1388,2511905,11070,80.7,17.3,2.0,0.0,PB,8933.0,1915.0,221.0,0.0
1389,2512002,10105,49.0,3.4,47.6,0.0,PB,4951.0,344.0,4810.0,0.0
1390,2512036,987,48.2,0.0,23.0,28.8,PB,476.0,0.0,227.0,284.0
1391,2512077,1492,5.3,1.1,93.7,0.0,PB,79.0,16.0,1398.0,0.0
1392,2512101,26189,25.0,7.1,67.9,0.0,PB,6547.0,1859.0,17782.0,0.0
1393,2512200,2558,98.5,0.5,0.9,0.0,PB,2520.0,13.0,23.0,0.0
1394,2512309,15332,18.4,3.7,77.9,0.0,PB,2821.0,567.0,11944.0,0.0
1395,2512408,4368,11.9,61.0,27.1,0.0,PB,520.0,2664.0,1184.0,0.0
1396,2512507,23069,35.9,10.3,0.0,53.9,PB,8282.0,2376.0,0.0,12434.0
1397,2512606,683,14.5,0.5,85.0,0.0,PB,99.0,3.0,581.0,0.0
1398,2512705,13767,30.1,0.4,69.6,0.0,PB,4144.0,55.0,9582.0,0.0
1399,2512721,2222,95.8,0.9,3.3,0.0,PB,2129.0,20.0,73.0,0.0
1400,2512747,2139,66.5,1.0,32.5,0.0,PB,1422.0,21.0,695.0,0.0
1401,2512754,2760,68.0,31.5,0.5,0.0,PB,1877.0,869.0,14.0,0.0
1402,2512762,1347,83.9,16.1,0.0,0.0,PB,1130.0,217.0,0.0,0.0
1403,2512788,1278,44.1,0.2,55.7,0.0,PB,564.0,3.0,712.0,0.0
1404,2512804,4121,18.9,10.3,70.8,0.0,PB,779.0,424.0,2918.0,0.0
1405,2512903,13572,68.7,11.0,20.3,0.0,PB,9324.0,1493.0,2755.0,0.0
1406,2513000,1287,54.1,1.8,44.1,0.0,PB,696.0,23.0,568.0,0.0
1407,2513109,5324,96.9,0.8,2.3,0.0,PB,5159.0,43.0,122.0,0.0
1408,2513158,1855,81.2,1.0,17.8,0.0,PB,1506.0,19.0,330.0,0.0
1409,2513208,3035,51.2,0.4,48.4,0.0,PB,1554.0,12.0,1469.0,0.0
1410,2513307,2994,56.2,1.3,42.6,0.0,PB,1683.0,39.0,1275.0,0.0
1411,2513356,1451,96.6,0.8,2.7,0.0,PB,1402.0,12.0,39.0,0.0
1412,2513406,13869,7.3,3.3,53.7,35.8,PB,1012.0,458.0,7448.0,4965.0
1413,2513505,2215,88.0,0.2,11.7,0.0,PB,1949.0,4.0,259.0,0.0
1414,2513604,3707,75.7,1.8,22.6,0.0,PB,2806.0,67.0,838.0,0.0
1415,2513653,857,99.2,0.0,0.8,0.0,PB,850.0,0.0,7.0,0.0
1416,2513703,114546,78.1,15.1,6.8,0.0,PB,89460.0,17296.0,7789.0,0.0
1417,2513802,2223,5.3,3.7,91.0,0.0,PB,118.0,82.0,2023.0,0.0
1418,2513851,841,79.0,20.7,0.4,0.0,PB,664.0,174.0,3.0,0.0
1419,2513901,26477,30.1,0.7,69.2,0.0,PB,7970.0,185.0,18322.0,0.0
1420,2513927,2994,45.2,0.4,54.5,0.0,PB,1353.0,12.0,1632.0,0.0
1421,2513943,1078,24.3,0.6,75.2,0.0,PB,262.0,6.0,811.0,0.0
1422,2513968,1044,28.4,0.0,71.6,0.0,PB,296.0,0.0,748.0,0.0
1423,2513984,1373,65.7,0.0,34.3,0.0,PB,902.0,0.0,471.0,0.0
1424,2514008,2351,21.1,0.3,78.5,0.0,PB,496.0,7.0,1846.0,0.0
1425,2514107,1545,32.3,0.0,55.0,12.7,PB,499.0,0.0,850.0,196.0
1426,2514206,3363,61.9,0.1,38.0,0.0,PB,2082.0,3.0,1278.0,0.0
1427,2514305,2806,98.1,1.0,1.0,0.0,PB,2753.0,28.0,28.0,0.0
1428,2514404,1610,16.0,8.4,75.6,0.0,PB,258.0,135.0,1217.0,0.0
1429,2514453,2482,91.3,8.6,0.1,0.0,PB,2266.0,213.0,2.0,0.0
1430,2514503,11155,16.9,0.5,82.6,0.0,PB,1885.0,56.0,9214.0,0.0
1431,2514552,672,98.7,0.9,0.4,0.0,PB,663.0,6.0,3.0,0.0
1432,2514602,1436,1.9,24.0,74.1,0.0,PB,27.0,345.0,1064.0,0.0
1433,2514651,997,75.5,9.3,0.0,15.2,PB,753.0,93.0,0.0,152.0
1434,2514701,2638,1.2,0.7,98.1,0.0,PB,32.0,18.0,2588.0,0.0
1435,2514800,1546,5.1,4.9,90.1,0.0,PB,79.0,76.0,1393.0,0.0
1436,2514909,5964,5.4,0.9,93.7,0.0,PB,322.0,54.0,5588.0,0.0
1437,2515005,3099,27.4,2.0,70.6,0.0,PB,849.0,62.0,2188.0,0.0
1438,2515104,4851,36.6,3.1,60.4,0.0,PB,1775.0,150.0,2930.0,0.0
1439,2515203,2191,49.6,0.1,0.0,50.4,PB,1087.0,2.0,0.0,1104.0
1440,2515302,39325,68.8,11.9,0.0,19.3,PB,27056.0,4680.0,0.0,7590.0
1441,2515401,4809,99.0,0.2,0.8,0.0,PB,4761.0,10.0,38.0,0.0
1442,2515500,8701,66.0,6.8,27.2,0.0,PB,5743.0,592.0,2367.0,0.0
1443,2515609,2126,91.1,7.2,1.8,0.0,PB,1937.0,153.0,38.0,0.0
1444,2515708,1824,46.5,1.3,52.3,0.0,PB,848.0,24.0,954.0,0.0
1445,2515807,3628,44.3,12.9,42.8,0.0,PB,1607.0,468.0,1553.0,0.0
1446,2515906,3456,59.0,23.6,17.4,0.0,PB,2039.0,816.0,601.0,0.0
1447,2515930,3459,28.8,15.4,55.8,0.0,PB,996.0,533.0,1930.0,0.0
1448,2515971,913,99.4,0.0,0.6,0.0,PB,908.0,0.0,5.0,0.0
1449,2516003,19142,74.8,17.0,0.0,8.2,PB,14318.0,3254.0,0.0,1570.0
1450,2516102,10737,29.5,0.6,69.9,0.0,PB,3167.0,64.0,7505.0,0.0
1451,2516151,1685,60.5,0.4,39.1,0.0,PB,1019.0,7.0,659.0,0.0
1452,2516201,53637,0.0,45.0,55.0,0.0,PB,0.0,24137.0,29500.0,0.0
1453,2516300,12644,68.5,0.6,30.9,0.0,PB,8661.0,76.0,3907.0,0.0
1454,2516409,4540,76.4,2.2,21.4,0.0,PB,3469.0,100.0,972.0,0.0
1455,2516508,9091,10.9,1.8,87.4,0.0,PB,991.0,164.0,7946.0,0.0
1456,2516607,6787,55.4,0.3,44.4,0.0,PB,3760.0,20.0,3013.0,0.0
1457,2516706,10030,53.0,1.1,46.0,0.0,PB,5316.0,110.0,4614.0,0.0
1458,2516755,1755,96.1,3.2,0.7,0.0,PB,1687.0,56.0,12.0,0.0
1459,2516805,4398,52.2,1.8,46.0,0.0,PB,2296.0,79.0,2023.0,0.0
1460,2516904,10688,22.7,1.6,75.7,0.0,PB,2426.0,171.0,8091.0,0.0
1461,2517001,4228,33.8,0.8,65.4,0.0,PB,1429.0,34.0,2765.0,0.0
1462,2517100,1955,7.0,0.8,92.2,0.0,PB,137.0,16.0,1803.0,0.0
1463,2517209,1032,92.3,0.0,7.7,0.0,PB,953.0,0.0,79.0,0.0
1464,2517407,1539,27.9,0.0,72.1,0.0,PB,429.0,0.0,1110.0,0.0
1465,2600054,89705,66.8,11.3,0.0,21.9,PE,59923.0,10137.0,0.0,19645.0
1466,2600104,28410,12.5,2.1,85.5,0.0,PE,3551.0,597.0,24291.0,0.0
1467,2600203,6207,47.0,17.2,35.9,0.0,PE,2917.0,1068.0,2228.0,0.0
1468,2600302,17827,17.2,1.7,81.2,0.0,PE,3066.0,303.0,14476.0,0.0
1469,2600401,19817,38.7,5.6,55.7,0.0,PE,7669.0,1110.0,11038.0,0.0
1470,2600500,25646,54.5,4.1,41.4,0.0,PE,13977.0,1051.0,10617.0,0.0
1471,2600609,7993,22.2,0.5,77.3,0.0,PE,1774.0,40.0,6179.0,0.0
1472,2600708,20695,44.4,9.1,46.6,0.0,PE,9189.0,1883.0,9644.0,0.0
1473,2600807,13062,12.5,0.9,86.6,0.0,PE,1633.0,118.0,11312.0,0.0
1474,2600906,16496,33.7,11.5,54.8,0.0,PE,5559.0,1897.0,9040.0,0.0
1475,2601003,6388,28.6,2.0,69.4,0.0,PE,1827.0,128.0,4433.0,0.0
1476,2601052,16258,89.5,4.0,6.5,0.0,PE,14551.0,650.0,1057.0,0.0
1477,2601102,48895,30.6,6.8,62.6,0.0,PE,14962.0,3325.0,30608.0,0.0
1478,2601201,65682,94.0,3.0,0.0,3.0,PE,61741.0,1970.0,0.0,1970.0
1479,2601300,12056,17.2,11.4,0.0,71.5,PE,2074.0,1374.0,0.0,8620.0
1480,2601409,35029,56.5,9.6,0.0,33.9,PE,19791.0,3363.0,0.0,11875.0
1481,2601508,8289,38.5,5.0,56.5,0.0,PE,3191.0,414.0,4683.0,0.0
1482,2601607,12847,90.7,9.3,0.0,0.0,PE,11652.0,1195.0,0.0,0.0
1483,2601706,60219,17.5,1.2,81.2,0.0,PE,10538.0,723.0,48898.0,0.0
1484,2601805,3845,31.6,3.9,47.7,16.9,PE,1215.0,150.0,1834.0,650.0
1485,2601904,51050,17.0,4.1,78.9,0.0,PE,8678.0,2093.0,40278.0,0.0
1486,2602001,13417,98.3,1.7,0.0,0.0,PE,13189.0,228.0,0.0,0.0
1487,2602100,30937,20.2,1.4,78.4,0.0,PE,6249.0,433.0,24255.0,0.0
1488,2602209,15593,55.8,14.7,29.5,0.0,PE,8701.0,2292.0,4600.0,0.0
1489,2602308,26711,15.6,1.6,82.9,0.0,PE,4167.0,427.0,22143.0,0.0
1490,2602407,3629,36.8,12.6,50.6,0.0,PE,1335.0,457.0,1836.0,0.0
1491,2602506,3459,8.5,1.2,90.3,0.0,PE,294.0,42.0,3123.0,0.0
1492,2602605,37295,29.0,8.6,62.5,0.0,PE,10816.0,3207.0,23309.0,0.0
1493,2602704,8168,77.1,10.0,12.9,0.0,PE,6298.0,817.0,1054.0,0.0
1494,2602803,22482,96.6,3.4,0.0,0.0,PE,21718.0,764.0,0.0,0.0
1495,2602902,177873,80.7,18.0,0.0,1.4,PE,143544.0,32017.0,0.0,2490.0
1496,2603009,20903,99.2,0.8,0.0,0.0,PE,20736.0,167.0,0.0,0.0
1497,2603108,15896,12.9,0.9,86.2,0.0,PE,2051.0,143.0,13702.0,0.0
1498,2603207,7856,23.8,3.3,73.0,0.0,PE,1870.0,259.0,5735.0,0.0
1499,2603306,3844,12.2,0.7,87.2,0.0,PE,469.0,27.0,3352.0,0.0
1500,2603405,2221,100.0,0.1,0.0,0.0,PE,2221.0,2.0,0.0,0.0
1501,2603454,151587,78.4,20.0,0.0,1.7,PE,118844.0,30317.0,0.0,2577.0
1502,2603504,15061,12.9,8.3,39.4,39.4,PE,1943.0,1250.0,5934.0,5934.0
1503,2603603,6733,71.1,7.5,21.5,0.0,PE,4787.0,505.0,1448.0,0.0
1504,2603702,14334,17.1,6.5,75.5,0.9,PE,2451.0,932.0,10822.0,129.0
1505,2603801,6394,16.8,6.8,76.4,0.0,PE,1074.0,435.0,4885.0,0.0
1506,2603900,7876,15.0,4.7,80.3,0.0,PE,1181.0,370.0,6324.0,0.0
1507,2603926,2084,49.2,0.6,50.2,0.0,PE,1025.0,13.0,1046.0,0.0
1508,2604007,76339,84.4,12.5,3.1,0.0,PE,64430.0,9542.0,2367.0,0.0
1509,2604106,299569,49.3,5.0,0.0,45.8,PE,147688.0,14978.0,0.0,137203.0
1510,2604155,1753,19.4,0.2,80.3,0.0,PE,340.0,4.0,1408.0,0.0
1511,2604205,30775,22.9,2.6,74.6,0.0,PE,7047.0,800.0,22958.0,0.0
1512,2604304,6609,99.7,0.3,0.0,0.0,PE,6589.0,20.0,0.0,0.0
1513,2604403,10026,75.7,8.2,16.1,0.0,PE,7590.0,822.0,1614.0,0.0
1514,2604502,14283,34.2,0.9,0.0,65.0,PE,4885.0,129.0,0.0,9284.0
1515,2604601,23712,94.7,1.8,3.6,0.0,PE,22455.0,427.0,854.0,0.0
1516,2604700,10573,34.2,10.2,55.6,0.0,PE,3616.0,1078.0,5879.0,0.0
1517,2604809,8025,27.5,0.4,72.1,0.0,PE,2207.0,32.0,5786.0,0.0
1518,2604908,6931,62.1,4.9,33.0,0.0,PE,4304.0,340.0,2287.0,0.0
1519,2605004,21058,10.7,0.5,88.8,0.0,PE,2253.0,105.0,18700.0,0.0
1520,2605103,22819,25.4,5.6,69.0,0.0,PE,5796.0,1278.0,15745.0,0.0
1521,2605152,6362,0.0,10.0,0.0,90.0,PE,0.0,636.0,0.0,5726.0
1522,2605202,56430,58.9,5.8,35.3,0.0,PE,33237.0,3273.0,19920.0,0.0
1523,2605301,16530,72.1,18.4,9.5,0.0,PE,11918.0,3042.0,1570.0,0.0
1524,2605400,17005,74.9,6.3,18.8,0.0,PE,12737.0,1071.0,3197.0,0.0
1525,2605459,2837,25.4,5.8,0.0,68.8,PE,721.0,165.0,0.0,1952.0
1526,2605509,9499,41.1,2.1,56.8,0.0,PE,3904.0,199.0,5395.0,0.0
1527,2605608,9550,33.0,9.2,57.9,0.0,PE,3152.0,879.0,5529.0,0.0
1528,2605707,21203,41.3,6.4,52.3,0.0,PE,8757.0,1357.0,11089.0,0.0
1529,2605806,3541,58.8,2.3,38.9,0.0,PE,2082.0,81.0,1377.0,0.0
1530,2605905,20624,42.4,8.1,49.6,0.0,PE,8745.0,1671.0,10230.0,0.0
1531,2606002,120464,70.5,9.5,0.0,20.0,PE,84927.0,11444.0,0.0,24093.0
1532,2606101,15956,39.4,0.4,60.3,0.0,PE,6287.0,64.0,9621.0,0.0
1533,2606200,59790,86.7,11.6,0.0,1.7,PE,51838.0,6936.0,0.0,1016.0
1534,2606309,3334,94.5,5.5,0.0,0.0,PE,3151.0,183.0,0.0,0.0
1535,2606408,71955,93.4,5.1,0.0,1.6,PE,67206.0,3670.0,0.0,1151.0
1536,2606507,7950,36.7,4.5,58.8,0.0,PE,2918.0,358.0,4675.0,0.0
1537,2606606,15582,99.8,0.2,0.0,0.0,PE,15551.0,31.0,0.0,0.0
1538,2606705,3215,12.2,0.0,87.8,0.0,PE,392.0,0.0,2823.0,0.0
1539,2606804,100653,86.1,12.0,0.0,1.9,PE,86662.0,12078.0,0.0,1912.0
1540,2606903,6275,36.5,3.1,60.4,0.0,PE,2290.0,195.0,3790.0,0.0
1541,2607000,8760,69.5,1.2,29.3,0.0,PE,6088.0,105.0,2567.0,0.0
1542,2607109,2496,21.7,0.3,78.1,0.0,PE,542.0,7.0,1949.0,0.0
1543,2607208,65117,72.4,16.5,0.0,11.1,PE,47145.0,10744.0,0.0,7228.0
1544,2607307,18456,2.9,7.1,0.0,90.0,PE,535.0,1310.0,0.0,16610.0
1545,2607406,3941,5.6,0.5,93.9,0.0,PE,221.0,20.0,3701.0,0.0
1546,2607505,9834,36.6,5.7,57.8,0.0,PE,3599.0,561.0,5684.0,0.0
1547,2607604,18576,80.1,18.3,1.6,0.0,PE,14879.0,3399.0,297.0,0.0
1548,2607653,30118,85.0,12.9,0.0,2.1,PE,25600.0,3885.0,0.0,632.0
1549,2607703,8457,17.7,1.3,81.0,0.0,PE,1497.0,110.0,6850.0,0.0
1550,2607752,19438,71.4,13.0,15.6,0.0,PE,13879.0,2527.0,3032.0,0.0
1551,2607802,12791,99.0,0.2,0.8,0.0,PE,12663.0,26.0,102.0,0.0
1552,2607901,660900,76.4,20.7,0.0,2.9,PE,504928.0,136806.0,0.0,19166.0
1553,2607950,7202,57.5,11.1,31.4,0.0,PE,4141.0,799.0,2261.0,0.0
1554,2608008,9683,21.7,9.5,68.8,0.0,PE,2101.0,920.0,6662.0,0.0
1555,2608057,6300,8.8,11.7,79.5,0.0,PE,554.0,737.0,5008.0,0.0
1556,2608107,15808,74.9,0.4,24.8,0.0,PE,11840.0,63.0,3920.0,0.0
1557,2608206,11710,37.5,4.1,58.4,0.0,PE,4391.0,480.0,6839.0,0.0
1558,2608255,2950,11.6,2.8,85.6,0.0,PE,342.0,83.0,2525.0,0.0
1559,2608305,8734,23.7,4.4,71.9,0.0,PE,2070.0,384.0,6280.0,0.0
1560,2608404,9059,5.5,4.1,90.4,0.0,PE,498.0,371.0,8189.0,0.0
1561,2608453,12378,86.5,10.2,3.4,0.0,PE,10707.0,1263.0,421.0,0.0
1562,2608503,17575,82.6,3.5,13.9,0.0,PE,14517.0,615.0,2443.0,0.0
1563,2608602,6304,7.9,3.7,88.4,0.0,PE,498.0,233.0,5573.0,0.0
1564,2608701,8909,27.0,2.0,71.0,0.0,PE,2405.0,178.0,6325.0,0.0
1565,2608750,11067,46.5,3.8,36.2,13.6,PE,5146.0,421.0,4006.0,1505.0
1566,2608800,27776,19.1,3.7,77.2,0.0,PE,5305.0,1028.0,21443.0,0.0
1567,2608909,45338,49.7,11.3,39.1,0.0,PE,22533.0,5123.0,17727.0,0.0
1568,2609006,15371,17.4,2.0,80.7,0.0,PE,2675.0,307.0,12404.0,0.0
1569,2609105,9184,83.4,14.5,2.1,0.0,PE,7659.0,1332.0,193.0,0.0
1570,2609154,4178,97.3,0.0,2.7,0.0,PE,4065.0,0.0,113.0,0.0
1571,2609204,8404,67.2,9.5,23.4,0.0,PE,5647.0,798.0,1967.0,0.0
1572,2609303,7444,22.2,10.0,67.8,0.0,PE,1653.0,744.0,5047.0,0.0
1573,2609402,52977,69.6,13.0,0.0,17.4,PE,36872.0,6887.0,0.0,9218.0
1574,2609501,28098,80.1,3.9,0.0,16.0,PE,22506.0,1096.0,0.0,4496.0
1575,2609600,380476,36.9,17.5,0.0,45.6,PE,140396.0,66583.0,0.0,173497.0
1576,2609709,8476,55.1,2.7,42.2,0.0,PE,4670.0,229.0,3577.0,0.0
1577,2609808,4929,11.7,0.8,87.6,0.0,PE,577.0,39.0,4318.0,0.0
1578,2609907,34283,9.0,2.7,88.3,0.0,PE,3085.0,926.0,30272.0,0.0
1579,2610004,48623,30.9,9.9,59.2,0.0,PE,15025.0,4814.0,28785.0,0.0
1580,2610103,5179,21.8,10.1,68.0,0.0,PE,1129.0,523.0,3522.0,0.0
1581,2610202,14438,25.5,2.6,71.8,0.0,PE,3682.0,375.0,10366.0,0.0
1582,2610301,2322,84.3,1.1,14.6,0.0,PE,1957.0,26.0,339.0,0.0
1583,2610400,8694,99.5,0.5,0.0,0.0,PE,8651.0,43.0,0.0,0.0
1584,2610509,14166,78.0,15.0,7.0,0.0,PE,11049.0,2125.0,992.0,0.0
1585,2610608,38238,70.4,11.1,18.4,0.0,PE,26920.0,4244.0,7036.0,0.0
1586,2610707,316714,42.4,15.6,0.0,42.0,PE,134287.0,49407.0,0.0,133020.0
1587,2610806,12350,29.8,2.6,67.6,0.0,PE,3680.0,321.0,8349.0,0.0
1588,2610905,46878,23.9,5.9,59.2,11.0,PE,11204.0,2766.0,27752.0,5157.0
1589,2611002,25097,8.8,1.9,0.0,89.3,PE,2209.0,477.0,0.0,22412.0
1590,2611101,238552,6.9,8.1,0.0,85.0,PE,16460.0,19323.0,0.0,202769.0
1591,2611200,7000,36.9,1.0,62.1,0.0,PE,2583.0,70.0,4347.0,0.0
1592,2611309,17789,22.5,6.0,71.5,0.0,PE,4003.0,1067.0,12719.0,0.0
1593,2611408,9065,34.4,1.8,63.8,0.0,PE,3118.0,163.0,5783.0,0.0
1594,2611507,12318,23.5,1.5,75.0,0.0,PE,2895.0,185.0,9238.0,0.0
1595,2611533,2535,38.9,1.2,59.9,0.0,PE,986.0,30.0,1518.0,0.0
1596,2611606,1599513,21.1,15.9,1.2,61.9,PE,337497.0,254323.0,19194.0,990099.0
1597,2611705,9121,15.1,2.4,82.5,0.0,PE,1377.0,219.0,7525.0,0.0
1598,2611804,35350,24.1,5.6,70.3,0.0,PE,8519.0,1980.0,24851.0,0.0
1599,2611903,13867,55.1,4.7,0.0,40.2,PE,7641.0,652.0,0.0,5575.0
1600,2612000,6078,63.4,15.0,21.7,0.0,PE,3853.0,912.0,1319.0,0.0
1601,2612109,3313,95.9,0.2,3.9,0.0,PE,3177.0,7.0,129.0,0.0
1602,2612208,47657,60.8,5.4,0.0,33.8,PE,28975.0,2573.0,0.0,16108.0
1603,2612307,7865,28.5,4.5,67.0,0.0,PE,2242.0,354.0,5270.0,0.0
1604,2612406,13692,23.7,9.1,67.2,0.0,PE,3245.0,1246.0,9201.0,0.0
1605,2612455,4739,45.6,0.5,53.9,0.0,PE,2161.0,24.0,2554.0,0.0
1606,2612471,5489,21.6,0.8,77.7,0.0,PE,1186.0,44.0,4265.0,0.0
1607,2612505,94708,10.4,2.0,87.6,0.0,PE,9850.0,1894.0,82964.0,0.0
1608,2612554,2327,83.2,1.0,15.8,0.0,PE,1936.0,23.0,368.0,0.0
1609,2612604,15432,39.5,0.5,0.0,60.0,PE,6096.0,77.0,0.0,9259.0
1610,2612703,3427,50.8,0.3,48.9,0.0,PE,1741.0,10.0,1676.0,0.0
1611,2612802,7139,27.0,0.7,72.3,0.0,PE,1928.0,50.0,5161.0,0.0
1612,2612901,7650,63.7,0.4,35.9,0.0,PE,4873.0,31.0,2746.0,0.0
1613,2613008,29561,19.7,2.4,68.0,10.0,PE,5824.0,709.0,20101.0,2956.0
1614,2613107,28009,35.0,2.3,62.7,0.0,PE,9803.0,644.0,17562.0,0.0
1615,2613206,10041,59.9,11.1,29.0,0.0,PE,6015.0,1115.0,2912.0,0.0
1616,2613305,14529,10.9,0.2,86.7,2.2,PE,1584.0,29.0,12597.0,320.0
1617,2613404,14532,94.0,4.8,1.3,0.0,PE,13660.0,698.0,189.0,0.0
1618,2613503,16626,39.3,3.0,57.7,0.0,PE,6534.0,499.0,9593.0,0.0
1619,2613602,21800,7.8,0.9,91.3,0.0,PE,1700.0,196.0,19903.0,0.0
1620,2613701,101862,78.5,8.2,0.0,13.3,PE,79962.0,8353.0,0.0,13548.0
1621,2613800,11604,27.0,1.2,71.8,0.0,PE,3133.0,139.0,8332.0,0.0
1622,2613909,64228,10.4,0.9,88.7,0.0,PE,6680.0,578.0,56970.0,0.0
1623,2614006,6571,11.1,3.6,85.4,0.0,PE,729.0,237.0,5612.0,0.0
1624,2614105,19246,17.8,7.1,75.1,0.0,PE,3426.0,1366.0,14454.0,0.0
1625,2614204,22945,43.7,23.3,0.0,33.0,PE,10027.0,5346.0,0.0,7572.0
1626,2614303,6908,82.2,8.6,1.5,7.7,PE,5678.0,594.0,104.0,532.0
1627,2614402,1886,26.7,1.0,72.4,0.0,PE,504.0,19.0,1365.0,0.0
1628,2614501,46565,0.0,0.0,0.0,100.0,PE,0.0,0.0,0.0,46565.0
1629,2614600,20640,12.0,1.6,86.4,0.0,PE,2477.0,330.0,17833.0,0.0
1630,2614709,7200,22.0,10.7,67.3,0.0,PE,1584.0,770.0,4846.0,0.0
1631,2614808,9927,68.6,4.1,27.4,0.0,PE,6810.0,407.0,2720.0,0.0
1632,2614857,16145,0.0,2.0,0.0,98.0,PE,0.0,323.0,0.0,15822.0
1633,2615003,19309,43.5,6.3,48.3,2.0,PE,8399.0,1216.0,9326.0,386.0
1634,2615102,2968,9.4,6.9,83.7,0.0,PE,279.0,205.0,2484.0,0.0
1635,2615201,5359,18.7,0.7,80.6,0.0,PE,1002.0,38.0,4319.0,0.0
1636,2615300,46617,29.0,17.7,53.4,0.0,PE,13519.0,8251.0,24893.0,0.0
1637,2615409,38309,17.3,3.0,79.8,0.0,PE,6627.0,1149.0,30571.0,0.0
1638,2615508,11340,77.6,6.3,16.1,0.0,PE,8800.0,714.0,1826.0,0.0
